X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
186,-14.1,-52.3,186,-13.9,3.9999046,-4.52,0.114,327.0,31.3,0.0043,133.0,-28.1,117.0,132.0,-28.3,4.0,-8.62,0.186,325.0,48.6,0.0126,92.5,-29.7,-21.0,92.2,-29.7,4.0,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.288,2.74e-19,328,0.0,-6.99e-07,16,1,7,50,Prep
184,-13.7,66.5,184,-13.9,4.0000954,-5.53,0.13,328.0,31.6,0.00485,129.0,-28.3,16.5,129.0,-28.3,4.0000954,-10.9,0.181,326.0,50.6,0.0124,89.0,-29.7,4.0,88.7,-29.7,4.0000954,0,0,0,0,-357.0,4.001,4.0625,-357.0,4.0,4.0,0.118,2.74e-19,328,0.0,-1.02e-06,16,1,7,50,Prep
182,-13.9,-33.5,182,-13.9,4.0000954,-7.55,0.122,327.0,30.4,0.00457,126.0,-28.4,-2.25,126.0,-28.3,3.9999046,-10.5,0.174,325.0,50.4,0.012,85.7,-29.6,10.25,85.5,-29.7,3.9999046,0,0,0,0,-357.0,3.99825,3.313,-357.0,4.0,4.0,2.34,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
180,-13.8,110.0,180,-13.9,4.0000954,-8.41,0.133,327.0,28.5,0.005,123.0,-28.3,54.0,123.0,-28.3,3.9999046,-8.39,0.177,325.0,49.4,0.012,82.4,-29.7,-8.5,82.1,-29.7,4.0,0,0,0,0,-357.0,4.004,5.19,-357.0,4.0,4.0,-0.288,2.74e-19,328,0.0,7.61e-06,16,1,7,50,Prep
179,-13.8,47.8,178,-13.9,3.9999046,-8.81,0.131,328.0,30.3,0.00478,120.0,-28.2,135.0,119.0,-28.3,3.9999046,-11.3,0.165,327.0,51.2,0.011,78.9,-29.6,54.0,78.6,-29.7,4.0000954,0,0,0,0,-357.0,4.00075,4.375,-357.0,4.0,4.0,-0.18,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
177,-14.0,-21.0,177,-13.9,4.000191,-5.78,0.127,327.0,29.9,0.00475,116.0,-28.3,41.5,116.0,-28.3,3.999809,-10.8,0.155,325.0,49.3,0.0104,75.6,-29.5,-2.25,75.3,-29.7,4.0000954,0,0,0,0,-357.0,4.0,3.812,-357.0,4.0,4.0,0.821,2.74e-19,328,0.0,2.91e-06,16,1,7,50,Prep
175,-13.8,22.8,175,-13.9,4.0000954,-7.39,0.127,327.0,30.2,0.00468,113.0,-28.2,47.8,113.0,-28.3,3.9999046,-12.8,0.172,325.0,43.2,0.0114,72.3,-29.5,35.3,72.0,-29.7,4.0000954,0,0,0,0,-357.0,3.999,3.75,-357.0,4.0,4.0,0.415,2.74e-19,328,0.0,-1.06e-06,16,1,7,50,Prep
173,-13.9,10.25,173,-13.9,3.9999046,-6.08,0.125,328.0,31.0,0.00472,110.0,-28.3,16.5,110.0,-28.3,4.0,-12.6,0.196,326.0,47.3,0.0134,68.7,-29.8,-46.0,68.5,-29.7,4.0000954,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.694,2.74e-19,328,0.0,0.0,16,1,2,50,Prep
171,-13.8,10.25,171,-13.9,3.9999046,-6.89,0.131,327.0,31.8,0.00491,107.0,-28.3,41.5,107.0,-28.3,3.9999046,-11.4,0.185,325.0,50.2,0.0126,65.5,-29.7,-21.0,65.2,-29.7,4.0000954,0,0,0,0,-357.0,3.99675,2.44,-357.0,4.0,4.0,0.00893,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
170,-13.8,54.0,170,-13.9,4.0000954,-6.42,0.11,328.0,29.8,0.0041,103.6,-28.4,4.0,103.3,-28.3,3.999809,-11.0,0.161,326.0,46.6,0.0109,62.1,-29.7,10.25,61.9,-29.7,3.9999046,0,0,0,0,-357.0,4.00025,4.812,-357.0,4.0,4.0,0.00893,2.74e-19,328,0.0,-2.82e-07,16,1,7,50,Prep
168,-13.9,-39.8,168,-13.9,4.000191,-7.26,0.112,328.0,29.8,0.00416,100.2,-28.1,91.5,99.9,-28.3,4.0,-12.2,0.203,326.0,49.4,0.0138,58.6,-29.6,47.8,58.4,-29.7,4.000191,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.288,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
166,-14.0,22.8,166,-13.9,3.9999046,-4.17,0.0986,328.0,28.4,0.00361,97.1,-28.1,123.0,96.8,-28.3,3.9999046,-12.3,0.176,325.0,48.6,0.0117,55.4,-29.7,10.25,55.1,-29.7,4.0000954,0,0,0,0,-357.0,3.99875,2.94,-357.0,4.0,4.0,0.118,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
164,-14.1,-89.7,164,-13.9,3.999809,-5.34,0.107,328.0,30.5,0.00394,93.9,-28.3,-14.8,93.6,-28.3,3.9999046,-10.5,0.181,326.0,50.0,0.0123,52.0,-29.7,10.25,51.8,-29.7,4.0,0,0,0,0,-357.0,4.003,4.75,-357.0,4.0,4.0,-0.0997,2.74e-19,328,0.0,8.51e-07,16,1,7,50,Prep
162,-14.0,-33.5,162,-13.9,4.0,-5.22,0.111,328.0,30.1,0.00409,90.5,-28.3,60.3,90.2,-28.3,4.0000954,-10.2,0.19,326.0,47.6,0.013,48.5,-29.7,-8.5,48.3,-29.7,3.9999046,0,0,0,0,-357.0,3.997,2.81,-357.0,4.0,4.0,0.117,2.74e-19,328,0.0,-2.29e-07,16,1,7,50,Prep
161,-13.9,-8.5,161,-13.9,3.9999046,-6.7,0.132,328.0,30.7,0.00494,87.4,-28.2,22.8,87.1,-28.3,3.9999046,-14.6,0.202,326.0,43.8,0.0139,45.3,-29.8,10.25,45.0,-29.7,4.0000954,0,0,0,0,-357.0,4.001,4.5,-357.0,4.0,4.0,0.524,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
159,-13.7,22.8,159,-13.9,3.9999046,-7.03,0.139,328.0,30.3,0.00518,84.1,-28.5,-64.7,83.9,-28.3,3.9999046,-9.87,0.174,326.0,48.9,0.0119,41.9,-29.6,16.5,41.7,-29.7,4.0,0,0,0,0,-357.0,3.99925,3.625,-357.0,4.0,4.0,0.306,2.74e-19,328,0.0,-5.2e-07,16,1,7,50,Prep
157,-13.8,-21.0,157,-13.9,4.0000954,-8.66,0.134,328.0,30.7,0.00498,80.8,-28.0,123.0,80.5,-28.3,3.9999046,-9.71,0.208,326.0,50.2,0.0144,38.4,-29.8,-58.5,38.2,-29.7,3.9999046,0,0,0,0,-357.0,3.99925,3.812,-357.0,4.0,4.0,0.00893,2.74e-19,328,0.0,9.84e-07,16,1,7,50,Prep
155,-13.2,192.0,155,-10.3,362.0,-1.97,0.0687,328.0,23.5,0.00212,77.7,-26.9,423.0,77.5,-21.9,651.0,-3.21,0.0867,326.0,40.6,0.00515,35.2,-28.8,254.0,35.0,-23.0,678.0,0,0,0,0,-357.0,3.99825,3.562,-357.0,4.0,4.0,0.821,2.74e-19,328,0.0,0.0,16,1,2,50,Prep
155,4.1,35.3,155,4.0,4.0,1.17,0.033,329.0,1.81,1.33e-05,77.0,4.05,10.25,77.0,4.0,4.0,1.18,0.0235,328.0,0.991,0.0,34.5,4.05,4.0,34.5,4.0,4.0,0,0,0,0,-357.0,4.003,5.19,-357.0,4.0,4.0,0.415,0.0447,329,1.19,0.0,16,1,7,50,Prep
155,3.925,-33.5,155,4.0,4.0,0.45,0.0276,329.0,4.82,-1.44e-05,77.0,3.975,-8.5,77.0,4.0,4.0,0.7,0.017,328.0,3.32,-1.54e-06,34.5,3.975,-8.5,34.5,4.0,4.0,0,0,0,0,-357.0,4.00225,5.38,-357.0,4.0,4.0,-0.0997,0.034,329,1.29,0.0,16,1,9,50,Prep
155,4.075,47.8,155,4.0,4.0,0.651,0.0402,328.0,2.0,1.1e-05,77.0,4.025,29.0,77.0,4.0,4.0,-1.54,0.0205,327.0,4.47,2.77e-06,34.5,4.05,29.0,34.5,4.0,4.0,0,0,0,0,-357.0,9.73,105.0,-357.0,10.6,104.0,60.1,2.61,322,26.5,0.0576,16,1,9,50,Prep
155,4.075,41.5,155,4.0,4.0,0.878,0.0377,327.0,1.56,7.5e-06,77.0,4.025,10.25,77.0,4.0,4.0,-0.1,0.0184,325.0,1.82,1.77e-06,34.2,-1.88,-21.0,34.1,-2.0,4.0,0,0,0,0,-356.0,19.8,102.3,-356.0,20.6,104.0,56.7,2.56,318,44.9,0.15,16,1,12,6,Layer 1 Up
155,3.925,-33.5,155,4.0,4.0,0.664,0.0332,325.0,4.3,3.56e-06,77.0,3.925,-27.3,77.0,4.0,4.0,1.98,0.0194,324.0,0.51,-3.39e-06,33.5,-1.8,-8.5,33.5,1.33,782.0,0,0,0,0,-354.0,30.3,92.5,-354.0,31.0,104.0,54.7,2.41,317,72.8,0.231,16,1,14,6,Layer 1 Up
155,-2.0,10.25,154,-2.0,4.0,-8.1,0.0983,323.0,10.2,0.00126,77.0,4.05,29.0,77.0,4.0,4.0,-0.0991,0.0258,322.0,1.1,1.7e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-351.0,39.9,102.9,-350.0,40.6,104.0,62.0,2.61,309,88.4,0.341,16,1,14,6,Layer 1 Up
154,-2.15,-39.8,154,-2.0,4.0,-6.42,0.101,322.0,11.5,0.00126,77.0,4.05,22.8,77.0,4.0,4.0,0.22,0.034,322.0,1.29,-3.55e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-347.0,49.9,129.0,-346.0,50.6,104.0,59.0,2.65,306,109.0,0.441,16,1,14,6,Layer 1 Up
153,-1.93,66.5,153,-2.0,4.0,-6.67,0.098,325.0,14.2,0.00118,77.0,3.9,-46.0,77.0,4.0,4.0,1.18,0.0209,324.0,2.25,-1.26e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-341.0,57.7,-47.0,-341.0,57.3,3.999999046,9.37,0.389,324,112.0,0.0746,16,1,14,6,Layer 1 Up
153,-1.93,-8.5,153,-2.0,4.0,-5.99,0.113,325.0,13.6,0.00144,77.0,4.05,35.3,77.0,4.0,4.0,-5.37,0.0413,325.0,8.21,0.0,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-336.0,57.2,-50.8,-336.0,57.3,4.0,27.3,1.2,320,117.0,0.231,16,1,14,6,Layer 1 Up
152,-1.9,16.5,152,-2.0,4.0,-5.65,0.0976,326.0,13.9,0.00121,77.0,4.05,29.0,77.0,4.0,4.0,6.29,0.0396,325.0,6.91,1.69e-07,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-331.0,57.3,14.3,-331.0,57.3,4.0,22.8,0.917,319,116.0,0.176,16,1,2,6,Layer 1 Up
152,-1.82,66.5,151,-2.0,4.0,-5.9,0.0915,326.0,14.6,0.00111,77.0,3.975,-8.5,77.0,4.0,4.0,1.98,0.0201,325.0,0.263,-3.05e-07,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-325.0,57.3,-17.8,-325.0,57.3,4.0,20.6,0.872,322,120.0,0.168,16,1,14,6,Layer 1 Up
151,-2.2,-71.0,151,-2.0,4.0,-3.92,0.0813,326.0,12.7,0.00104,77.0,4.025,16.5,77.0,4.0,4.0,1.66,0.0375,325.0,0.731,-6.28e-07,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-320.0,57.3,25.8,-320.0,57.3,3.999999046,21.9,0.979,320,117.0,0.189,16,1,14,6,Layer 1 Up
150,-1.9,-21.0,150,-2.0,4.0,-6.86,0.123,326.0,14.6,0.00154,77.0,4.0,4.0,77.0,4.0,4.0,6.13,0.0553,325.0,7.42,-2.01e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-315.0,57.3,-9.3,-315.0,57.3,4.0,27.0,0.906,319,119.0,0.172,16,1,14,6,Layer 1 Up
150,-2.03,-14.8,150,-1.97,4.731,-4.75,0.0939,326.0,14.3,0.00122,77.0,4.5,-14.8,77.0,4.595,11.52,3.38,0.0394,325.0,5.11,2.04e-05,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-309.0,57.3,-8.4,-309.0,57.3,4.0,25.0,0.884,322,122.0,0.167,16,1,14,6,Layer 1 Up
149,-1.82,10.25,149,-1.86,5.63,-5.25,0.0894,326.0,13.5,0.00107,77.1,5.4,47.8,77.1,5.31,11.38,3.09,0.0682,325.0,6.47,0.000196,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-304.0,57.2,-15.7,-304.0,57.3,4.0,23.2,1.04,320,118.0,0.201,16,1,15,6,Layer 1 Up
149,-1.82,-64.7,149,-1.64,6.55,-3.16,0.0814,326.0,13.1,0.00102,77.3,5.92,10.25,77.3,6.04,11.12,7.05,0.129,324.0,10.8,0.000516,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-299.0,57.3,-13.3,-299.0,57.3,4.000000954,23.1,0.876,319,117.0,0.168,16,1,15,6,Layer 1 Up
148,-1.2,54.0,148,-1.33,7.46,-4.73,0.0836,326.0,14.5,0.000854,77.5,6.65,10.25,77.5,6.76,10.72,4.96,0.0862,325.0,9.64,0.00049,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-293.0,57.2,-67.4,-293.0,57.3,4.000000954,24.3,0.923,321,121.0,0.176,16,1,15,6,Layer 1 Up
148,-1.07,10.25,148,-0.96,8.24,-4.78,0.0729,326.0,10.7,0.000777,77.8,7.1,16.5,77.8,7.38,10.26,4.35,0.0704,325.0,9.82,0.000428,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-288.0,57.3,0.0,-288.0,57.3,4.0,25.0,0.91,321,120.0,0.175,16,1,15,6,Layer 1 Up
147,-0.47,-8.5,147,-0.49,8.99,-6.44,0.109,326.0,11.3,0.000986,78.2,7.95,22.8,78.2,7.98,9.67,5.97,0.0993,324.0,11.3,0.000847,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-283.0,57.3,3.063,-283.0,57.3,4.0,21.2,1.02,319,115.0,0.198,16,1,15,6,Layer 1 Up
147,-0.05,10.25,147,0.06,9.69,-4.21,0.0801,326.0,11.3,0.00067,78.6,8.63,-33.5,78.6,8.53,8.97,1.96,0.0815,325.0,15.0,0.000773,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-277.0,57.2,-68.7,-277.0,57.3,4.0,26.3,1.03,321,120.0,0.196,16,1,2,6,Layer 1 Up
146,0.8,54.0,146,0.64,10.25,-4.98,0.0847,326.0,10.5,0.000558,79.1,8.6,-58.5,79.1,8.97,8.25,4.74,0.0771,324.0,12.4,0.000751,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-272.0,57.2,-59.9,-272.0,57.3,4.000000954,23.7,1.04,321,118.0,0.2,16,1,15,6,Layer 1 Up
146,1.3,-14.8,146,1.29,10.74,-3.38,0.0743,326.0,9.91,0.000463,79.6,9.18,-71.0,79.6,9.35,7.43,4.39,0.0806,324.0,15.0,0.000862,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-267.0,57.4,31.9,-267.0,57.3,3.999999046,20.4,0.854,320,118.0,0.164,16,1,15,6,Layer 1 Up
146,1.97,47.8,146,2.01,11.13,-5.54,0.0892,326.0,9.21,0.000354,80.2,9.78,-2.25,80.2,9.66,6.52,6.22,0.114,324.0,14.1,0.00146,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-261.0,57.4,9.25,-261.0,57.3,3.999999046,18.9,0.835,321,120.0,0.161,16,1,15,6,Layer 1 Up
146,2.55,-64.7,146,2.71,11.38,-3.81,0.0727,326.0,5.95,0.000174,80.7,9.72,35.3,80.8,9.86,5.64,7.9,0.128,324.0,15.0,0.00152,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-256.0,57.1,-59.0,-256.0,57.3,4.0,27.3,1.23,320,117.0,0.235,16,1,15,6,Layer 1 Up
145,3.2,-102.0,145,3.458,11.53,-1.65,0.078,326.0,6.14,4.9e-05,81.3,9.8,29.0,81.3,9.98,4.702,6.48,0.104,324.0,13.8,0.00125,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-251.0,57.4,21.5,-251.0,57.3,4.0,22.5,0.904,320,117.0,0.175,16,1,15,6,Layer 1 Up
145,4.125,66.5,145,4.0,4.0,-3.59,0.0653,326.0,7.62,-4.96e-05,81.8,5.7,398.0,81.8,10.0,129.0,15.6,0.238,325.0,14.0,0.00183,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-245.0,57.3,-25.6,-245.0,57.3,4.0,21.0,0.893,321,120.0,0.172,16,1,15,6,Layer 1 Up
146,10.07,-27.3,146,10.0,4.0,3.17,0.0552,326.0,12.2,0.000644,81.9,3.975,22.8,81.9,4.0,4.0,0.182,0.0181,325.0,1.5,-3.8e-07,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-240.0,57.3,-0.13,-240.0,57.3,4.000000954,19.6,0.932,321,120.0,0.179,16,1,17,6,Layer 1 Up
146,9.97,16.5,147,10.0,4.0,3.66,0.0875,326.0,14.6,0.0011,81.9,4.0,-2.25,81.9,4.0,4.0,-0.677,0.0233,324.0,3.42,0.0,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-235.0,57.3,-7.3,-235.0,57.3,4.0,26.9,0.903,320,119.0,0.173,16,1,17,6,Layer 1 Up
147,9.7,-71.0,147,10.0,4.0,6.68,0.099,326.0,13.7,0.00122,81.9,4.0,4.0,81.9,4.0,4.0,-0.229,0.0241,325.0,6.73,1.08e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-229.0,57.3,-3.44,-229.0,57.3,4.0,24.6,0.873,322,123.0,0.166,16,1,17,6,Layer 1 Up
148,10.18,16.5,148,10.0,4.0,4.14,0.0765,326.0,12.7,0.000967,81.9,3.95,-21.0,81.9,4.0,4.0,0.0386,0.0136,325.0,1.87,0.0,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-224.0,57.3,-9.1,-224.0,57.3,4.0,23.2,1.03,321,117.0,0.197,16,1,2,6,Layer 1 Up
148,10.1,60.3,148,10.0,4.0,6.74,0.0984,326.0,11.3,0.00128,81.9,3.975,-14.8,81.9,4.0,4.0,-0.808,0.0216,324.0,0.558,-2.4e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-219.0,57.3,-15.1,-219.0,57.3,4.000000954,23.3,0.894,320,117.0,0.172,16,1,17,6,Layer 1 Up
148,5.2,-52.3,148,5.41,12.82,5.59,0.0959,326.0,9.75,0.000275,81.5,-1.85,-39.8,81.5,-1.83,6.11,-8.49,0.146,325.0,16.2,0.00179,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-213.0,57.2,-59.2,-213.0,57.3,4.000000954,22.7,0.904,321,122.0,0.173,16,1,17,6,Layer 1 Up
149,6.05,10.25,149,6.24,12.43,9.78,0.117,326.0,3.33,0.000452,81.0,-1.25,110.0,80.9,-1.57,7.36,-5.27,0.0865,325.0,13.8,0.000927,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-208.0,57.3,3.625,-208.0,57.3,4.0,24.2,0.903,321,119.0,0.172,16,1,19,6,Layer 1 Up
149,7.1,79.0,149,7.05,11.82,7.14,0.103,326.0,8.31,0.000652,80.4,-1.07,-8.5,80.4,-1.17,8.59,-5.8,0.109,324.0,14.9,0.00117,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-203.0,57.3,-5.31,-203.0,57.3,4.0,22.2,1.02,321,115.0,0.197,16,1,19,6,Layer 1 Up
149,7.92,22.8,149,7.82,11.01,4.83,0.0757,326.0,10.0,0.000558,79.9,-0.65,4.0,79.9,-0.62,9.76,-8.44,0.151,325.0,13.6,0.00156,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-197.0,57.2,-68.7,-197.0,57.3,4.0,26.5,1.02,321,121.0,0.195,16,1,19,6,Layer 1 Up
150,8.6,104.0,150,8.45,10.1,6.99,0.0881,326.0,8.66,0.000805,79.5,-0.07,-39.8,79.5,-0.02,10.71,-7.25,0.132,324.0,12.0,0.0011,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-192.0,57.2,-57.0,-192.0,57.3,4.000000954,23.5,1.04,321,117.0,0.199,16,1,19,6,Layer 1 Up
150,8.9,-8.5,150,9.01,9.02,5.05,0.0889,326.0,12.7,0.000898,79.1,0.7,47.8,79.1,0.69,11.55,-3.18,0.0506,324.0,7.2,0.00028,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-187.0,57.4,31.1,-187.0,57.3,3.999999046,20.4,0.845,320,118.0,0.162,16,1,19,6,Layer 1 Up
151,9.28,-46.0,151,9.46,7.78,5.91,0.099,326.0,14.0,0.00106,78.8,1.62,72.7,78.8,1.52,12.25,-2.04,0.0431,325.0,9.01,0.000196,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-181.0,57.3,1.37,-181.0,57.3,3.999999046,18.7,0.848,320,120.0,0.163,16,1,19,6,Layer 1 Up
151,9.75,47.8,151,9.76,6.54,6.11,0.101,326.0,13.0,0.00124,78.6,2.3,-2.25,78.6,2.34,12.71,-2.73,0.0726,324.0,7.4,0.000226,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-176.0,57.1,-56.9,-176.0,57.3,4.0,27.8,1.2,321,116.0,0.229,16,1,19,6,Layer 1 Up
152,10.05,22.8,152,9.95,5.2,4.21,0.0939,326.0,14.4,0.0012,78.5,3.05,-39.8,78.5,3.223,12.99,-3.08,0.0633,325.0,5.57,0.000119,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-171.0,57.4,18.7,-171.0,57.3,4.0,21.2,0.885,321,118.0,0.171,16,1,2,6,Layer 1 Up
