X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
186,-14.1,-52.3,186,-13.9,3.9999046,-4.52,0.114,327,31.3,0.004302039848197344,133.0,-28.1,117.0,132.0,-28.3,4.0,-8.62,0.186,325,48.6,0.012605977229601517,92.5,-29.7,-21.0,92.2,-29.7,4.0,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.28813662239089183,2.74e-19,328.1555977229602,0.0,-6.993315939278937e-07,16,1,7,50,Prep
184,-13.7,66.5,184,-13.9,4.0000954,-5.53,0.13,328,31.6,0.004852530834914611,129.0,-28.3,16.5,129.0,-28.3,4.0000954,-10.9,0.181,326,50.6,0.012406470588235293,89.0,-29.7,4.0,88.7,-29.7,4.0000954,0,0,0,0,-357.0,4.001,4.0625,-357.0,4.0,4.0,0.11806157495256166,2.74e-19,328.1711574952562,0.0,-1.020532258064516e-06,16,1,7,50,Prep
182,-13.9,-33.5,182,-13.9,4.0000954,-7.55,0.122,327,30.4,0.004572601518026565,126.0,-28.4,-2.25,126.0,-28.3,3.9999046,-10.5,0.174,325,50.4,0.012006831119544592,85.7,-29.6,10.25,85.5,-29.7,3.9999046,0,0,0,0,-357.0,3.99825,3.313,-357.0,4.0,4.0,2.3413320683111953,2.74e-19,328.1867172675522,0.0,0.0,16,1,7,50,Prep
180,-13.8,110.0,180,-13.9,4.0000954,-8.41,0.133,327,28.5,0.005003083491461101,123.0,-28.3,54.0,123.0,-28.3,3.9999046,-8.39,0.177,325,49.4,0.012007400379506643,82.4,-29.7,-8.5,82.1,-29.7,4.0,0,0,0,0,-357.0,4.004,5.19,-357.0,4.0,4.0,-0.2881776091081594,2.74e-19,328.20227703984824,0.0,7.614693074003796e-06,16,1,7,50,Prep
179,-13.8,47.8,178,-13.9,3.9999046,-8.81,0.131,328,30.3,0.004783174573055029,120.0,-28.2,135.0,119.0,-28.3,3.9999046,-11.3,0.165,327,51.2,0.0110073055028463,78.9,-29.6,54.0,78.6,-29.7,4.0000954,0,0,0,0,-357.0,4.00075,4.375,-357.0,4.0,4.0,-0.18011954459203036,2.74e-19,328.21783681214424,0.0,0.0,16,1,7,50,Prep
177,-14.0,-21.0,177,-13.9,4.000191,-5.78,0.127,327,29.9,0.004753379981024668,116.0,-28.3,41.5,116.0,-28.3,3.999809,-10.8,0.155,325,49.3,0.01040740037950664,75.6,-29.5,-2.25,75.3,-29.7,4.0000954,0,0,0,0,-357.0,4.0,3.812,-357.0,4.0,4.0,0.8215842030360531,2.74e-19,328.23339658444024,0.0,2.9120706831119546e-06,16,1,7,50,Prep
175,-13.8,22.8,175,-13.9,4.0000954,-7.39,0.127,327,30.2,0.004683552182163188,113.0,-28.2,47.8,113.0,-28.3,3.9999046,-12.8,0.172,325,43.2,0.01140865275142315,72.3,-29.5,35.3,72.0,-29.7,4.0000954,0,0,0,0,-357.0,3.999,3.75,-357.0,4.0,4.0,0.41531499051233395,2.74e-19,328.24895635673624,0.0,-1.0608045540796963e-06,16,1,7,50,Prep
173,-13.9,10.25,173,-13.9,3.9999046,-6.08,0.125,328,31.0,0.004723806451612903,110.0,-28.3,16.5,110.0,-28.3,4.0,-12.6,0.196,326,47.3,0.013410806451612902,68.7,-29.8,-46.0,68.5,-29.7,4.0000954,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.6945596774193548,2.74e-19,328.26451612903224,0.0,0.0,16,1,2,50,Prep
171,-13.8,10.25,171,-13.9,3.9999046,-6.89,0.131,327,31.8,0.004914192599620493,107.0,-28.3,41.5,107.0,-28.3,3.9999046,-11.4,0.185,325,50.2,0.012610759013282732,65.5,-29.7,-21.0,65.2,-29.7,4.0000954,0,0,0,0,-357.0,3.99675,2.44,-357.0,4.0,4.0,0.008937625237191651,2.74e-19,328.28007590132825,0.0,0.0,16,1,7,50,Prep
170,-13.8,54.0,170,-13.9,4.0000954,-6.42,0.11,328,29.8,0.004103695445920304,103.6,-28.4,4.0,103.3,-28.3,3.999809,-11.0,0.161,326,46.6,0.010909824478178369,62.1,-29.7,10.25,61.9,-29.7,3.9999046,0,0,0,0,-357.0,4.00025,4.812,-357.0,4.0,4.0,0.008938048861480077,2.74e-19,328.2956356736243,0.0,-2.8225417457305504e-07,16,1,7,50,Prep
168,-13.9,-39.8,168,-13.9,4.000191,-7.26,0.112,328,29.8,0.004163946869070208,100.2,-28.1,91.5,99.9,-28.3,4.0,-12.2,0.203,326,49.4,0.013813092979127134,58.6,-29.6,47.8,58.4,-29.7,4.000191,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.2882732447817837,2.74e-19,328.3111954459203,0.0,0.0,16,1,7,50,Prep
166,-14.0,22.8,166,-13.9,3.9999046,-4.17,0.0986,328,28.4,0.0036135962998102467,97.1,-28.1,123.0,96.8,-28.3,3.9999046,-12.3,0.176,325,48.6,0.011711655597722961,55.4,-29.7,10.25,55.1,-29.7,4.0000954,0,0,0,0,-357.0,3.99875,2.94,-357.0,4.0,4.0,0.11811755218216317,2.74e-19,328.3267552182163,0.0,0.0,16,1,7,50,Prep
164,-14.1,-89.7,164,-13.9,3.999809,-5.34,0.107,328,30.5,0.003944111954459203,93.9,-28.3,-14.8,93.6,-28.3,3.9999046,-10.5,0.181,326,50.0,0.012312836812144212,52.0,-29.7,10.25,51.8,-29.7,4.0,0,0,0,0,-357.0,4.003,4.75,-357.0,4.0,4.0,-0.09980405123339657,2.74e-19,328.3423149905123,0.0,8.518881404174572e-07,16,1,7,50,Prep
162,-14.0,-33.5,162,-13.9,4.0,-5.22,0.111,328,30.1,0.0040944625237191645,90.5,-28.3,60.3,90.2,-28.3,4.0000954,-10.2,0.19,326,47.6,0.01301418406072106,48.5,-29.7,-8.5,48.3,-29.7,3.9999046,0,0,0,0,-357.0,3.997,2.81,-357.0,4.0,4.0,0.11712765654648956,2.74e-19,328.3578747628083,0.0,-2.2924985768500947e-07,16,1,7,50,Prep
161,-13.9,-8.5,161,-13.9,3.9999046,-6.7,0.132,328,30.7,0.004945624288425048,87.4,-28.2,22.8,87.1,-28.3,3.9999046,-14.6,0.202,326,43.8,0.013915825426944972,45.3,-29.8,10.25,45.0,-29.7,4.0000954,0,0,0,0,-357.0,4.001,4.5,-357.0,4.0,4.0,0.5245965844402277,2.74e-19,328.37343453510437,0.0,0.0,16,1,7,50,Prep
159,-13.7,22.8,159,-13.9,3.9999046,-7.03,0.139,328,30.3,0.005186143263757116,84.1,-28.5,-64.7,83.9,-28.3,3.9999046,-9.87,0.174,326,48.9,0.011914112903225808,41.9,-29.6,16.5,41.7,-29.7,4.0,0,0,0,0,-357.0,3.99925,3.625,-357.0,4.0,4.0,0.30636290322580645,2.74e-19,328.38899430740037,0.0,-5.206166982922202e-07,16,1,7,50,Prep
157,-13.8,-21.0,157,-13.9,4.0000954,-8.66,0.134,328,30.7,0.004986142314990513,80.8,-28.0,123.0,80.5,-28.3,3.9999046,-9.71,0.208,326,50.2,0.014417760910815938,38.4,-29.8,-58.5,38.2,-29.7,3.9999046,0,0,0,0,-357.0,3.99925,3.812,-357.0,4.0,4.0,0.008941014231499051,2.74e-19,328.40455407969637,0.0,9.852136622390891e-07,16,1,7,50,Prep
155,-13.2,192.0,155,-10.3,362.0,-1.97,0.0687,328,23.5,0.002122715370018975,77.7,-26.9,423.0,77.5,-21.9,651.0,-3.21,0.0867,326,40.6,0.005156596299810246,35.2,-28.8,254.0,35.0,-23.0,678.0,0,0,0,0,-357.0,3.99825,3.562,-357.0,4.0,4.0,0.8220515654648956,2.74e-19,328.42011385199237,0.0,0.0,16,1,2,50,Prep
155,4.1,35.3,155,4.0,4.0,1.17,0.033,329,1.81,1.3317666034155596e-05,77.0,4.05,10.25,77.0,4.0,4.0,1.18,0.0235,328,0.991,0.0,34.5,4.05,4.0,34.5,4.0,4.0,0,0,0,0,-357.0,4.003,5.19,-357.0,4.0,4.0,0.4155512333965844,0.0447,329.43700189753315,1.19,0.0,16,1,7,50,Prep
155,3.925,-33.5,155,4.0,4.0,0.45,0.0276,329,4.82,-1.4419810246679318e-05,77.0,3.975,-8.5,77.0,4.0,4.0,0.7,0.017,328,3.32,-1.542118595825427e-06,34.5,3.975,-8.5,34.5,4.0,4.0,0,0,0,0,-357.0,4.00225,5.38,-357.0,4.0,4.0,-0.09983715844402277,0.034,329.45260910815944,1.29,0.0,16,1,9,50,Prep
155,4.075,47.8,155,4.0,4.0,0.651,0.0402,328,2.0,1.1015654648956357e-05,77.0,4.025,29.0,77.0,4.0,4.0,-1.54,0.0205,327,4.47,2.7739421252371917e-06,34.5,4.05,29.0,34.5,4.0,4.0,0,0,0,0,-357.0,9.73,105.0,-357.0,10.6,104.0,60.185531309297915,2.61,322.45825426944975,26.5,0.05768197343453511,16,1,9,50,Prep
155,4.075,41.5,155,4.0,4.0,0.878,0.0377,327,1.56,7.511029411764706e-06,77.0,4.025,10.25,77.0,4.0,4.0,-0.1,0.0184,325,1.82,1.7726029411764706e-06,34.2,-1.88,-21.0,34.1,-2.0,4.0,0,0,0,0,-356.0,19.8,102.3,-356.0,20.6,104.0,56.78338235294118,2.56,318.4676470588235,44.9,0.1502205882352941,16,1,12,6,Layer 1 Up
155,3.925,-33.5,155,4.0,4.0,0.664,0.0332,325,4.3,3.5654041745730545e-06,77.0,3.925,-27.3,77.0,4.0,4.0,1.98,0.0194,324,0.51,-3.3951461100569258e-06,33.5,-1.8,-8.5,33.5,1.33,782.0,0,0,0,0,-354.0,30.3,92.5,-354.0,31.0,104.0,54.78303605313093,2.41,317.48121442125233,72.8,0.2313506641366224,16,1,14,6,Layer 1 Up
155,-2.0,10.25,154,-2.0,4.0,-8.1,0.0983,323,10.2,0.0012619724857685008,77.0,4.05,29.0,77.0,4.0,4.0,-0.0991,0.0258,322,1.1,1.7026612903225804e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-351.0,39.9,102.9,-350.0,40.6,104.0,62.09705882352941,2.61,309.4837286527514,88.4,0.34153382352941175,16,1,14,6,Layer 1 Up
154,-2.15,-39.8,154,-2.0,4.0,-6.42,0.101,322,11.5,0.0012620322580645163,77.0,4.05,22.8,77.0,4.0,4.0,0.22,0.034,322,1.29,-3.5557258064516133e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-347.0,49.9,129.0,-346.0,50.6,104.0,59.09516129032259,2.65,306.4935483870968,109.0,0.44171129032258066,16,1,14,6,Layer 1 Up
153,-1.93,66.5,153,-2.0,4.0,-6.67,0.098,325,14.2,0.0011819592030360533,77.0,3.9,-46.0,77.0,4.0,4.0,1.18,0.0209,324,2.25,-1.2620920303605314e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-341.0,57.7,-47.0,-341.0,57.3,3.999999046,9.385557400379506,0.389,324.53795066413664,112.0,0.0747238614800759,16,1,14,6,Layer 1 Up
153,-1.93,-8.5,153,-2.0,4.0,-5.99,0.113,325,13.6,0.0014424592030360531,77.0,4.05,35.3,77.0,4.0,4.0,-5.37,0.0413,325,8.21,0.0,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-336.0,57.2,-50.8,-336.0,57.3,4.0,27.34662239089184,1.2,320.5464895635674,117.0,0.2313944971537002,16,1,14,6,Layer 1 Up
152,-1.9,16.5,152,-2.0,4.0,-5.65,0.0976,326,13.9,0.0012121238140417455,77.0,4.05,29.0,77.0,4.0,4.0,6.29,0.0396,325,6.91,1.6929663187855787e-07,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-331.0,57.3,14.3,-331.0,57.3,4.0,22.840018975332068,0.917,319.5599146110057,116.0,0.1763089184060721,16,1,2,6,Layer 1 Up
152,-1.82,66.5,151,-2.0,4.0,-5.9,0.0915,326,14.6,0.0011120009487666034,77.0,3.975,-8.5,77.0,4.0,4.0,1.98,0.0201,325,0.263,-3.0554981024667927e-07,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-325.0,57.3,-17.8,-325.0,57.3,4.0,20.637134724857685,0.872,322.5804554079696,120.0,0.16830284629981024,16,1,14,6,Layer 1 Up
151,-2.2,-71.0,151,-2.0,4.0,-3.92,0.0813,326,12.7,0.0010419240986717267,77.0,4.025,16.5,77.0,4.0,4.0,1.66,0.0375,325,0.731,-6.291618595825428e-07,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-320.0,57.3,25.8,-320.0,57.3,3.999999046,21.940517077798862,0.979,320.59203036053134,117.0,0.18934966793168884,16,1,14,6,Layer 1 Up
150,-1.9,-21.0,150,-2.0,4.0,-6.86,0.123,326,14.6,0.0015429222011385199,77.0,4.0,4.0,77.0,4.0,4.0,6.13,0.0553,325,7.42,-2.0138140417457305e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-315.0,57.3,-9.3,-315.0,57.3,4.0,27.051233396584443,0.906,319.60531309297915,119.0,0.17232637571157494,16,1,14,6,Layer 1 Up
150,-2.03,-14.8,150,-1.97,4.731,-4.75,0.0939,326,14.3,0.0012223728652751423,77.0,4.5,-14.8,77.0,4.595,11.52,3.38,0.0394,325,5.11,2.043967741935484e-05,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-309.0,57.3,-8.4,-309.0,57.3,4.0,25.048624288425046,0.884,322.6262808349146,122.0,0.16732481024667933,16,1,14,6,Layer 1 Up
149,-1.82,10.25,149,-1.86,5.63,-5.25,0.0894,326,13.5,0.0010721318785578747,77.1,5.4,47.8,77.1,5.31,11.38,3.09,0.0682,325,6.47,0.00019639051233396584,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-304.0,57.2,-15.7,-304.0,57.3,4.0,23.246223908918406,1.04,320.63757115749524,118.0,0.20140047438330172,16,1,15,6,Layer 1 Up
149,-1.82,-64.7,149,-1.64,6.55,-3.16,0.0814,326,13.1,0.0010220806451612904,77.3,5.92,10.25,77.3,6.04,11.12,7.05,0.129,324,10.8,0.0005170525616698292,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-299.0,57.3,-13.3,-299.0,57.3,4.000000954,23.147120493358635,0.876,319.65071157495254,117.0,0.1683426944971537,16,1,15,6,Layer 1 Up
148,-1.2,54.0,148,-1.33,7.46,-4.73,0.0836,326,14.5,0.0008557825426944973,77.5,6.65,10.25,77.5,6.76,10.72,4.96,0.0862,325,9.64,0.000491022770398482,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-293.0,57.2,-67.4,-293.0,57.3,4.000000954,24.3507210626186,0.923,321.6700189753321,121.0,0.17636736242884252,16,1,15,6,Layer 1 Up
148,-1.07,10.25,148,-0.96,8.24,-4.78,0.0729,326,10.7,0.0007786586812144213,77.8,7.1,16.5,77.8,7.38,10.26,4.35,0.0704,325,9.82,0.0004289136622390892,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-288.0,57.3,0.0,-288.0,57.3,4.0,25.053368121442126,0.91,321.6852466793169,120.0,0.1753735768500949,16,1,15,6,Layer 1 Up
147,-0.47,-8.5,147,-0.49,8.99,-6.44,0.109,326,11.3,0.0009881516129032256,78.2,7.95,22.8,78.2,7.98,9.67,5.97,0.0993,324,11.3,0.0008488482922201138,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-283.0,57.3,3.063,-283.0,57.3,4.0,21.246261859582543,1.02,319.696110056926,115.0,0.19843206831119545,16,1,15,6,Layer 1 Up
147,-0.05,10.25,147,0.06,9.69,-4.21,0.0801,326,11.3,0.0006714938330170778,78.6,8.63,-33.5,78.6,8.53,8.97,1.96,0.0815,325,15.0,0.0007747234819734345,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-277.0,57.2,-68.7,-277.0,57.3,4.0,26.3586385199241,1.03,321.7157020872865,120.0,0.19643700189753321,16,1,2,6,Layer 1 Up
146,0.8,54.0,146,0.64,10.25,-4.98,0.0847,326,10.5,0.0005592705882352941,79.1,8.6,-58.5,79.1,8.97,8.25,4.74,0.0771,324,12.4,0.0007527100569259962,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-272.0,57.2,-59.9,-272.0,57.3,4.000000954,23.753965844402273,1.04,321.7309297912713,118.0,0.20045540796963945,16,1,15,6,Layer 1 Up
146,1.3,-14.8,146,1.29,10.74,-3.38,0.0743,326,9.91,0.00046407623339658446,79.6,9.18,-71.0,79.6,9.35,7.43,4.39,0.0806,324,15.0,0.0008640037001897534,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-267.0,57.4,31.9,-267.0,57.3,3.999999046,20.44741935483871,0.854,320.7438330170778,118.0,0.1643812144212524,16,1,15,6,Layer 1 Up
146,1.97,47.8,146,2.01,11.13,-5.54,0.0892,326,9.21,0.0003548396584440228,80.2,9.78,-2.25,80.2,9.66,6.52,6.22,0.114,324,14.1,0.0014634629981024668,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-261.0,57.4,9.25,-261.0,57.3,3.999999046,18.944829222011386,0.835,321.76138519924103,120.0,0.16138187855787478,16,1,15,6,Layer 1 Up
146,2.55,-64.7,146,2.71,11.38,-3.81,0.0727,326,5.95,0.0001744209677419355,80.7,9.72,35.3,80.8,9.86,5.64,7.9,0.128,324,15.0,0.0015236774193548388,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-256.0,57.1,-59.0,-256.0,57.3,4.0,27.366048387096775,1.23,320.7741935483871,117.0,0.23556854838709676,16,1,15,6,Layer 1 Up
145,3.2,-102.0,145,3.458,11.53,-1.65,0.078,326,6.14,4.912087286527514e-05,81.3,9.8,29.0,81.3,9.98,4.702,6.48,0.104,324,13.8,0.0012530834914611007,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-251.0,57.4,21.5,-251.0,57.3,4.0,22.55550284629981,0.904,320.7893738140417,117.0,0.17543168880455406,16,1,15,6,Layer 1 Up
145,4.125,66.5,145,4.0,4.0,-3.59,0.0653,326,7.62,-4.9724705882352936e-05,81.8,5.7,398.0,81.8,10.0,129.0,15.6,0.238,325,14.0,0.0018346010436432636,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-245.0,57.3,-25.6,-245.0,57.3,4.0,21.052798861480074,0.893,321.80706831119545,120.0,0.1724324478178368,16,1,15,6,Layer 1 Up
146,10.07,-27.3,146,10.0,4.0,3.17,0.0552,326,12.2,0.000645649715370019,81.9,3.975,22.8,81.9,4.0,4.0,0.182,0.0181,325,1.5,-3.8097343453510435e-07,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-240.0,57.3,-0.13,-240.0,57.3,4.000000954,19.65020872865275,0.932,321.82229601518026,120.0,0.17945853889943073,16,1,17,6,Layer 1 Up
146,9.97,16.5,147,10.0,4.0,3.66,0.0875,326,14.6,0.0011028700189753323,81.9,4.0,-2.25,81.9,4.0,4.0,-0.677,0.0233,324,3.42,0.0,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-235.0,57.3,-7.3,-235.0,57.3,4.0,26.970185009487665,0.903,320.83491461100573,119.0,0.17345137571157496,16,1,17,6,Layer 1 Up
147,9.7,-71.0,147,10.0,4.0,6.68,0.099,326,13.7,0.0012232409867172676,81.9,4.0,4.0,81.9,4.0,4.0,-0.229,0.0241,325,6.73,1.0828690702087287e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-229.0,57.3,-3.44,-229.0,57.3,4.0,24.665351043643266,0.873,322.8554079696395,123.0,0.16644098671726756,16,1,17,6,Layer 1 Up
148,10.18,16.5,148,10.0,4.0,4.14,0.0765,326,12.7,0.0009696147533206831,81.9,3.95,-21.0,81.9,4.0,4.0,0.0386,0.0136,325,1.87,0.0,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-224.0,57.3,-9.1,-224.0,57.3,4.0,23.262732447817836,1.03,321.86797912713473,117.0,0.19753268500948767,16,1,2,6,Layer 1 Up
148,10.1,60.3,148,10.0,4.0,6.74,0.0984,326,11.3,0.0012835218216318786,81.9,3.975,-14.8,81.9,4.0,4.0,-0.808,0.0216,324,0.558,-2.406603415559772e-06,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-219.0,57.3,-15.1,-219.0,57.3,4.000000954,23.36410815939279,0.894,320.88045540796963,117.0,0.17247324478178366,16,1,17,6,Layer 1 Up
148,5.2,-52.3,148,5.41,12.82,5.59,0.0959,326,9.75,0.0002757696869070209,81.5,-1.85,-39.8,81.5,-1.83,6.11,-8.49,0.146,325,16.2,0.0017950099620493356,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-213.0,57.2,-59.2,-213.0,57.3,4.000000954,22.76353415559772,0.904,321.89843453510434,122.0,0.1734842030360531,16,1,17,6,Layer 1 Up
149,6.05,10.25,149,6.24,12.43,9.78,0.117,326,3.33,0.0004532865275142315,81.0,-1.25,110.0,80.9,-1.57,7.36,-5.27,0.0865,325,13.8,0.0009296385199240988,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-208.0,57.3,3.625,-208.0,57.3,4.0,24.26888045540797,0.903,321.9136622390892,119.0,0.17248956356736242,16,1,19,6,Layer 1 Up
149,7.1,79.0,149,7.05,11.82,7.14,0.103,326,8.31,0.0006538867172675522,80.4,-1.07,-8.5,80.4,-1.17,8.59,-5.8,0.109,324,14.9,0.0011733856736242884,33.5,4.0,4.0,33.5,4.0,4.0,0,0,0,0,-203.0,57.3,-5.31,-203.0,57.3,4.0,22.26424098671727,1.02,321.928889943074,115.0,0.19757006641366226,16,1,19,6,Layer 1 Up
